,0
0,0.0
1,0.0027378507871321013
2,0.0054757015742642025
3,0.008213552361396304
4,0.010951403148528405
5,0.013689253935660506
6,0.01642710472279261
7,0.019164955509924708
8,0.02190280629705681
9,0.024640657084188913
10,0.02737850787132101
11,0.030116358658453114
12,0.03285420944558522
13,0.03559206023271732
14,0.038329911019849415
15,0.04106776180698152
16,0.04380561259411362
17,0.04654346338124572
18,0.049281314168377825
19,0.05201916495550993
20,0.05475701574264202
21,0.057494866529774126
22,0.06023271731690623
23,0.06297056810403832
24,0.06570841889117043
25,0.06844626967830253
26,0.07118412046543464
27,0.07392197125256673
28,0.07665982203969883
29,0.07939767282683094
30,0.08213552361396304
31,0.08487337440109514
32,0.08761122518822724
33,0.09034907597535935
34,0.09308692676249145
35,0.09582477754962354
36,0.09856262833675565
37,0.10130047912388775
38,0.10403832991101986
39,0.10677618069815195
40,0.10951403148528405
41,0.11225188227241616
42,0.11498973305954825
43,0.11772758384668036
44,0.12046543463381246
45,0.12320328542094455
46,0.12594113620807665
47,0.12867898699520877
48,0.13141683778234087
49,0.13415468856947296
50,0.13689253935660506
51,0.13963039014373715
52,0.14236824093086928
53,0.14510609171800137
54,0.14784394250513347
55,0.15058179329226556
56,0.15331964407939766
57,0.15605749486652978
58,0.15879534565366188
59,0.16153319644079397
60,0.16427104722792607
61,0.16700889801505817
62,0.1697467488021903
63,0.17248459958932238
64,0.17522245037645448
65,0.17796030116358658
66,0.1806981519507187
67,0.1834360027378508
68,0.1861738535249829
69,0.188911704312115
70,0.19164955509924708
71,0.1943874058863792
72,0.1971252566735113
73,0.1998631074606434
74,0.2026009582477755
75,0.2053388090349076
76,0.2080766598220397
77,0.2108145106091718
78,0.2135523613963039
79,0.216290212183436
80,0.2190280629705681
81,0.22176591375770022
82,0.2245037645448323
83,0.2272416153319644
84,0.2299794661190965
85,0.2327173169062286
86,0.23545516769336072
87,0.23819301848049282
88,0.24093086926762491
89,0.243668720054757
90,0.2464065708418891
91,0.24914442162902123
92,0.2518822724161533
93,0.2546201232032854
94,0.25735797399041754
95,0.2600958247775496
96,0.26283367556468173
97,0.2655715263518138
98,0.2683093771389459
99,0.27104722792607805
100,0.2737850787132101
101,0.27652292950034224
102,0.2792607802874743
