-61.53,16.26
-123.49,48.39
-78.07,45.96
-62.34,82.49
-102.28,21.86
-118.17,34.2
-50.94,66.99
21.06,67.88
24.4,60.22
-61.69,56.54
-105.26,40
11.93,57.4
-90.16,51.48
-114.29,50.87
-120.94,39.97
-94.89,74.69
-118.68,34.24
-106.4,52.2
-118.49,32.91
-21.95,70.49
-75.76,20.01
-89.12,13.7
39.58,-69.01
-117.68,34.38
-117.8,33.62
-125.54,48.93
-66.64,45.95
